Year,Category,EAN Code,Month,Channel,Customer ID,Customer Name,Units
2024,Babies,501234000001,2,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,2,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,2,E-Commerce,EC-UK-001,ShopOnline UK,2332.8
2024,Babies,501234000001,2,E-Commerce,EC-UK-002,FreshDirect Online,1166.4
2024,Babies,501234000001,2,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),388.8
2024,Babies,501234000001,2,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,2,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,3,Modern Trade,MT-UK-001,MegaMart UK,20849.4
2024,Babies,501234000001,3,Modern Trade,MT-UK-002,FreshValue Supermarkets,11583
2024,Babies,501234000001,3,Modern Trade,MT-UK-003,SmartShop Stores,6949.8
2024,Babies,501234000001,3,Modern Trade,MT-UK-004,PrimeGrocer Chain,6949.8
2024,Babies,501234000001,3,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,3,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,3,Hard Discounter,HD-UK-001,ValueFirst Discount,10692
2024,Babies,501234000001,3,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,3,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,3,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,3,Health & Beauty,HB-UK-001,VitaPharm UK,4276.8
2024,Babies,501234000001,3,Health & Beauty,HB-UK-002,BeautyZone Retail,2851.2
2024,Babies,501234000001,3,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,3,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,3,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,3,E-Commerce,EC-UK-001,ShopOnline UK,4276.8
2024,Babies,501234000001,3,E-Commerce,EC-UK-002,FreshDirect Online,2138.4
2024,Babies,501234000001,3,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),712.8
2024,Babies,501234000001,3,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,3,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,4,Modern Trade,MT-UK-001,MegaMart UK,15163.2
2024,Babies,501234000001,4,Modern Trade,MT-UK-002,FreshValue Supermarkets,8424
2024,Babies,501234000001,4,Modern Trade,MT-UK-003,SmartShop Stores,5054.4
2024,Babies,501234000001,4,Modern Trade,MT-UK-004,PrimeGrocer Chain,5054.4
2024,Babies,501234000001,4,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,4,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,4,Hard Discounter,HD-UK-001,ValueFirst Discount,7776
2024,Babies,501234000001,4,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,4,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,4,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,4,Health & Beauty,HB-UK-001,VitaPharm UK,3110.4
2024,Babies,501234000001,4,Health & Beauty,HB-UK-002,BeautyZone Retail,2073.6
2024,Babies,501234000001,4,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,4,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,4,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,4,E-Commerce,EC-UK-001,ShopOnline UK,3110.4
2024,Babies,501234000001,4,E-Commerce,EC-UK-002,FreshDirect Online,1555.2
2024,Babies,501234000001,4,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),518.4
2024,Babies,501234000001,4,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,4,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,5,Modern Trade,MT-UK-001,MegaMart UK,15163.2
2024,Babies,501234000001,5,Modern Trade,MT-UK-002,FreshValue Supermarkets,8424
2024,Babies,501234000001,5,Modern Trade,MT-UK-003,SmartShop Stores,5054.4
2024,Babies,501234000001,5,Modern Trade,MT-UK-004,PrimeGrocer Chain,5054.4
2024,Babies,501234000001,5,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,5,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,5,Hard Discounter,HD-UK-001,ValueFirst Discount,7776
2024,Babies,501234000001,5,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,5,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,5,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,5,Health & Beauty,HB-UK-001,VitaPharm UK,3110.4
2024,Babies,501234000001,5,Health & Beauty,HB-UK-002,BeautyZone Retail,2073.6
2024,Babies,501234000001,5,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,5,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,5,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,5,E-Commerce,EC-UK-001,ShopOnline UK,3110.4
2024,Babies,501234000001,5,E-Commerce,EC-UK-002,FreshDirect Online,1555.2
2024,Babies,501234000001,5,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),518.4
2024,Babies,501234000001,5,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,5,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,6,Modern Trade,MT-UK-001,MegaMart UK,13267.8
2024,Babies,501234000001,6,Modern Trade,MT-UK-002,FreshValue Supermarkets,7371
2024,Babies,501234000001,6,Modern Trade,MT-UK-003,SmartShop Stores,4422.6
2024,Babies,501234000001,6,Modern Trade,MT-UK-004,PrimeGrocer Chain,4422.6
2024,Babies,501234000001,6,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,6,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,6,Hard Discounter,HD-UK-001,ValueFirst Discount,6804
2024,Babies,501234000001,6,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,6,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,6,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,6,Health & Beauty,HB-UK-001,VitaPharm UK,2721.6
2024,Babies,501234000001,6,Health & Beauty,HB-UK-002,BeautyZone Retail,1814.4
2024,Babies,501234000001,6,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,6,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,6,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,6,E-Commerce,EC-UK-001,ShopOnline UK,2721.6
2024,Babies,501234000001,6,E-Commerce,EC-UK-002,FreshDirect Online,1360.8
2024,Babies,501234000001,6,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),453.6
2024,Babies,501234000001,6,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,6,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,7,Modern Trade,MT-UK-001,MegaMart UK,13267.8
2024,Babies,501234000001,7,Modern Trade,MT-UK-002,FreshValue Supermarkets,7371
2024,Babies,501234000001,7,Modern Trade,MT-UK-003,SmartShop Stores,4422.6
2024,Babies,501234000001,7,Modern Trade,MT-UK-004,PrimeGrocer Chain,4422.6
2024,Babies,501234000001,7,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,7,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,7,Hard Discounter,HD-UK-001,ValueFirst Discount,6804
2024,Babies,501234000001,7,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,7,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,7,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,7,Health & Beauty,HB-UK-001,VitaPharm UK,2721.6
2024,Babies,501234000001,7,Health & Beauty,HB-UK-002,BeautyZone Retail,1814.4
2024,Babies,501234000001,7,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,7,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,7,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,7,E-Commerce,EC-UK-001,ShopOnline UK,2721.6
2024,Babies,501234000001,7,E-Commerce,EC-UK-002,FreshDirect Online,1360.8
2024,Babies,501234000001,7,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),453.6
2024,Babies,501234000001,7,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,7,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,8,Modern Trade,MT-UK-001,MegaMart UK,11372.4
2024,Babies,501234000001,8,Modern Trade,MT-UK-002,FreshValue Supermarkets,6318
2024,Babies,501234000001,8,Modern Trade,MT-UK-003,SmartShop Stores,3790.8
2024,Babies,501234000001,8,Modern Trade,MT-UK-004,PrimeGrocer Chain,3790.8
2024,Babies,501234000001,8,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,8,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,8,Hard Discounter,HD-UK-001,ValueFirst Discount,5832
2024,Babies,501234000001,8,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,8,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,8,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,8,Health & Beauty,HB-UK-001,VitaPharm UK,2332.8
2024,Babies,501234000001,8,Health & Beauty,HB-UK-002,BeautyZone Retail,1555.2
2024,Babies,501234000001,8,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,8,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,8,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,8,E-Commerce,EC-UK-001,ShopOnline UK,2332.8
2024,Babies,501234000001,8,E-Commerce,EC-UK-002,FreshDirect Online,1166.4
2024,Babies,501234000001,8,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),388.8
2024,Babies,501234000001,8,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,8,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,9,Modern Trade,MT-UK-001,MegaMart UK,15163.2
2024,Babies,501234000001,9,Modern Trade,MT-UK-002,FreshValue Supermarkets,8424
2024,Babies,501234000001,9,Modern Trade,MT-UK-003,SmartShop Stores,5054.4
2024,Babies,501234000001,9,Modern Trade,MT-UK-004,PrimeGrocer Chain,5054.4
2024,Babies,501234000001,9,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,9,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,9,Hard Discounter,HD-UK-001,ValueFirst Discount,7776
2024,Babies,501234000001,9,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,9,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,9,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,9,Health & Beauty,HB-UK-001,VitaPharm UK,3110.4
2024,Babies,501234000001,9,Health & Beauty,HB-UK-002,BeautyZone Retail,2073.6
2024,Babies,501234000001,9,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,9,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,9,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,9,E-Commerce,EC-UK-001,ShopOnline UK,3110.4
2024,Babies,501234000001,9,E-Commerce,EC-UK-002,FreshDirect Online,1555.2
2024,Babies,501234000001,9,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),518.4
2024,Babies,501234000001,9,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,9,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,10,Modern Trade,MT-UK-001,MegaMart UK,17058.6
2024,Babies,501234000001,10,Modern Trade,MT-UK-002,FreshValue Supermarkets,9477
2024,Babies,501234000001,10,Modern Trade,MT-UK-003,SmartShop Stores,5686.2
2024,Babies,501234000001,10,Modern Trade,MT-UK-004,PrimeGrocer Chain,5686.2
2024,Babies,501234000001,10,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,10,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,10,Hard Discounter,HD-UK-001,ValueFirst Discount,8748
2024,Babies,501234000001,10,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,10,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,10,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,10,Health & Beauty,HB-UK-001,VitaPharm UK,3499.2
2024,Babies,501234000001,10,Health & Beauty,HB-UK-002,BeautyZone Retail,2332.8
2024,Babies,501234000001,10,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,10,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,10,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,10,E-Commerce,EC-UK-001,ShopOnline UK,3499.2
2024,Babies,501234000001,10,E-Commerce,EC-UK-002,FreshDirect Online,1749.6
2024,Babies,501234000001,10,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),583.2
2024,Babies,501234000001,10,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,10,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,11,Modern Trade,MT-UK-001,MegaMart UK,18954
2024,Babies,501234000001,11,Modern Trade,MT-UK-002,FreshValue Supermarkets,10530
2024,Babies,501234000001,11,Modern Trade,MT-UK-003,SmartShop Stores,6318
2024,Babies,501234000001,11,Modern Trade,MT-UK-004,PrimeGrocer Chain,6318
2024,Babies,501234000001,11,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,11,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,11,Hard Discounter,HD-UK-001,ValueFirst Discount,9720
2024,Babies,501234000001,11,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,11,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,11,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,11,Health & Beauty,HB-UK-001,VitaPharm UK,3888
2024,Babies,501234000001,11,Health & Beauty,HB-UK-002,BeautyZone Retail,2592
2024,Babies,501234000001,11,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,11,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,11,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,11,E-Commerce,EC-UK-001,ShopOnline UK,3888
2024,Babies,501234000001,11,E-Commerce,EC-UK-002,FreshDirect Online,1944
2024,Babies,501234000001,11,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),648
2024,Babies,501234000001,11,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,11,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000001,12,Modern Trade,MT-UK-001,MegaMart UK,24640.2
2024,Babies,501234000001,12,Modern Trade,MT-UK-002,FreshValue Supermarkets,13689
2024,Babies,501234000001,12,Modern Trade,MT-UK-003,SmartShop Stores,8213.4
2024,Babies,501234000001,12,Modern Trade,MT-UK-004,PrimeGrocer Chain,8213.4
2024,Babies,501234000001,12,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000001,12,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000001,12,Hard Discounter,HD-UK-001,ValueFirst Discount,12636
2024,Babies,501234000001,12,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000001,12,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000001,12,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000001,12,Health & Beauty,HB-UK-001,VitaPharm UK,5054.4
2024,Babies,501234000001,12,Health & Beauty,HB-UK-002,BeautyZone Retail,3369.6
2024,Babies,501234000001,12,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000001,12,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000001,12,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000001,12,E-Commerce,EC-UK-001,ShopOnline UK,5054.4
2024,Babies,501234000001,12,E-Commerce,EC-UK-002,FreshDirect Online,2527.2
2024,Babies,501234000001,12,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),842.4
2024,Babies,501234000001,12,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000001,12,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000002,1,Modern Trade,MT-UK-001,MegaMart UK,11302.2
2024,Babies,501234000002,1,Modern Trade,MT-UK-002,FreshValue Supermarkets,6279
2024,Babies,501234000002,1,Modern Trade,MT-UK-003,SmartShop Stores,3767.4
2024,Babies,501234000002,1,Modern Trade,MT-UK-004,PrimeGrocer Chain,3767.4
2024,Babies,501234000002,1,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000002,1,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000002,1,Hard Discounter,HD-UK-001,ValueFirst Discount,5796
2024,Babies,501234000002,1,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000002,1,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000002,1,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000002,1,Health & Beauty,HB-UK-001,VitaPharm UK,2318.4
2024,Babies,501234000002,1,Health & Beauty,HB-UK-002,BeautyZone Retail,1545.6
2024,Babies,501234000002,1,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000002,1,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000002,1,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000002,1,E-Commerce,EC-UK-001,ShopOnline UK,2318.4
2024,Babies,501234000002,1,E-Commerce,EC-UK-002,FreshDirect Online,1159.2
2024,Babies,501234000002,1,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),386.4
2024,Babies,501234000002,1,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000002,1,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000002,2,Modern Trade,MT-UK-001,MegaMart UK,9687.6
2024,Babies,501234000002,2,Modern Trade,MT-UK-002,FreshValue Supermarkets,5382
2024,Babies,501234000002,2,Modern Trade,MT-UK-003,SmartShop Stores,3229.2
2024,Babies,501234000002,2,Modern Trade,MT-UK-004,PrimeGrocer Chain,3229.2
2024,Babies,501234000002,2,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000002,2,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000002,2,Hard Discounter,HD-UK-001,ValueFirst Discount,4968
2024,Babies,501234000002,2,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000002,2,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000002,2,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000002,2,Health & Beauty,HB-UK-001,VitaPharm UK,1987.2
2024,Babies,501234000002,2,Health & Beauty,HB-UK-002,BeautyZone Retail,1324.8
2024,Babies,501234000002,2,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000002,2,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000002,2,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000002,2,E-Commerce,EC-UK-001,ShopOnline UK,1987.2
2024,Babies,501234000002,2,E-Commerce,EC-UK-002,FreshDirect Online,993.6
2024,Babies,501234000002,2,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),331.2
2024,Babies,501234000002,2,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000002,2,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000002,3,Modern Trade,MT-UK-001,MegaMart UK,17760.6
2024,Babies,501234000002,3,Modern Trade,MT-UK-002,FreshValue Supermarkets,9867
2024,Babies,501234000002,3,Modern Trade,MT-UK-003,SmartShop Stores,5920.2
2024,Babies,501234000002,3,Modern Trade,MT-UK-004,PrimeGrocer Chain,5920.2
2024,Babies,501234000002,3,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000002,3,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000002,3,Hard Discounter,HD-UK-001,ValueFirst Discount,9108
2024,Babies,501234000002,3,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000002,3,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000002,3,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000002,3,Health & Beauty,HB-UK-001,VitaPharm UK,3643.2
2024,Babies,501234000002,3,Health & Beauty,HB-UK-002,BeautyZone Retail,2428.8
2024,Babies,501234000002,3,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000002,3,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000002,3,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000002,3,E-Commerce,EC-UK-001,ShopOnline UK,3643.2
2024,Babies,501234000002,3,E-Commerce,EC-UK-002,FreshDirect Online,1821.6
2024,Babies,501234000002,3,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),607.2
2024,Babies,501234000002,3,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000002,3,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000002,4,Modern Trade,MT-UK-001,MegaMart UK,12916.8
2024,Babies,501234000002,4,Modern Trade,MT-UK-002,FreshValue Supermarkets,7176
2024,Babies,501234000002,4,Modern Trade,MT-UK-003,SmartShop Stores,4305.6
2024,Babies,501234000002,4,Modern Trade,MT-UK-004,PrimeGrocer Chain,4305.6
2024,Babies,501234000002,4,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000002,4,Modern Trade,MT-NL-001,HollandMart BV,0
2024,Babies,501234000002,4,Hard Discounter,HD-UK-001,ValueFirst Discount,6624
2024,Babies,501234000002,4,Hard Discounter,HD-UK-002,BudgetMart Stores,0
2024,Babies,501234000002,4,Hard Discounter,HD-IE-001,EuroSave Ireland,0
2024,Babies,501234000002,4,Hard Discounter,HD-NL-001,KoopSmart Nederland,0
2024,Babies,501234000002,4,Health & Beauty,HB-UK-001,VitaPharm UK,2649.6
2024,Babies,501234000002,4,Health & Beauty,HB-UK-002,BeautyZone Retail,1766.4
2024,Babies,501234000002,4,Health & Beauty,HB-UK-003,WellCare Pharmacies,0
2024,Babies,501234000002,4,Health & Beauty,HB-IE-001,HealthFirst Ireland,0
2024,Babies,501234000002,4,Health & Beauty,HB-NL-001,Gezondheid Apotheek,0
2024,Babies,501234000002,4,E-Commerce,EC-UK-001,ShopOnline UK,2649.6
2024,Babies,501234000002,4,E-Commerce,EC-UK-002,FreshDirect Online,1324.8
2024,Babies,501234000002,4,E-Commerce,EC-DTC-001,NovaPure Direct (DTC),441.6
2024,Babies,501234000002,4,E-Commerce,EC-IE-001,IrishShop Online,0
2024,Babies,501234000002,4,E-Commerce,EC-NL-001,DutchMarket Digital,0
2024,Babies,501234000002,5,Modern Trade,MT-UK-001,MegaMart UK,12916.8
2024,Babies,501234000002,5,Modern Trade,MT-UK-002,FreshValue Supermarkets,7176
2024,Babies,501234000002,5,Modern Trade,MT-UK-003,SmartShop Stores,4305.6
2024,Babies,501234000002,5,Modern Trade,MT-UK-004,PrimeGrocer Chain,4305.6
2024,Babies,501234000002,5,Modern Trade,MT-IE-001,EireMarket Group,0
2024,Babies,501234000002,5,Modern Trade,MT-NL-001,HollandMart BV,0
